Specimen_no,Curve_no,Thickness_mm,Width_mm,Extension_mm,Force_N
7.0,1.0,1.0,1.0,0.491,1091.0
7.0,1.0,1.0,1.0,0.492,1092.0
7.0,1.0,1.0,1.0,0.493,1094.0
7.0,1.0,1.0,1.0,0.494,1097.0
7.0,1.0,1.0,1.0,0.495,1098.0
7.0,1.0,1.0,1.0,0.496,1100.0
7.0,1.0,1.0,1.0,0.497,1101.0
7.0,1.0,1.0,1.0,0.498,1104.0
7.0,1.0,1.0,1.0,0.499,1106.0
7.0,1.0,1.0,1.0,0.5,1107.0
7.0,1.0,1.0,1.0,0.501,1110.0
7.0,1.0,1.0,1.0,0.502,1112.0
7.0,1.0,1.0,1.0,0.503,1113.0
7.0,1.0,1.0,1.0,0.504,1116.0
7.0,1.0,1.0,1.0,0.505,1118.0
7.0,1.0,1.0,1.0,0.506,1119.0
7.0,1.0,1.0,1.0,0.507,1122.0
7.0,1.0,1.0,1.0,0.508,1123.0
7.0,1.0,1.0,1.0,0.509,1124.0
7.0,1.0,1.0,1.0,0.51,1123.0
7.0,1.0,1.0,1.0,0.511,1122.0
7.0,1.0,1.0,1.0,0.512,1121.0
7.0,1.0,1.0,1.0,0.513,1124.0
7.0,1.0,1.0,1.0,0.514,1128.0
7.0,1.0,1.0,1.0,0.515,1131.0
7.0,1.0,1.0,1.0,0.516,1134.0
7.0,1.0,1.0,1.0,0.517,1136.0
7.0,1.0,1.0,1.0,0.518,1139.0
7.0,1.0,1.0,1.0,0.519,1140.0
7.0,1.0,1.0,1.0,0.52,1142.0
7.0,1.0,1.0,1.0,0.521,1143.0
7.0,1.0,1.0,1.0,0.522,1144.0
7.0,1.0,1.0,1.0,0.523,1147.0
7.0,1.0,1.0,1.0,0.524,1148.0
7.0,1.0,1.0,1.0,0.525,1149.0
7.0,1.0,1.0,1.0,0.526,1153.0
7.0,1.0,1.0,1.0,0.527,1154.0
7.0,1.0,1.0,1.0,0.528,1156.0
7.0,1.0,1.0,1.0,0.529,1159.0
7.0,1.0,1.0,1.0,0.53,1160.0
7.0,1.0,1.0,1.0,0.531,1162.0
7.0,1.0,1.0,1.0,0.532,1164.0
7.0,1.0,1.0,1.0,0.533,1166.0
7.0,1.0,1.0,1.0,0.534,1167.0
7.0,1.0,1.0,1.0,0.535,1170.0
7.0,1.0,1.0,1.0,0.536,1172.0
7.0,1.0,1.0,1.0,0.537,1173.0
7.0,1.0,1.0,1.0,0.538,1176.0
7.0,1.0,1.0,1.0,0.539,1177.0
7.0,1.0,1.0,1.0,0.54,1179.0
7.0,1.0,1.0,1.0,0.541,1182.0
7.0,1.0,1.0,1.0,0.542,1184.0
7.0,1.0,1.0,1.0,0.543,1185.0
7.0,1.0,1.0,1.0,0.544,1186.0
7.0,1.0,1.0,1.0,0.545,1189.0
7.0,1.0,1.0,1.0,0.546,1190.0
7.0,1.0,1.0,1.0,0.547,1190.0
7.0,1.0,1.0,1.0,0.548,1191.0
7.0,1.0,1.0,1.0,0.549,1193.0
7.0,1.0,1.0,1.0,0.55,1195.0
7.0,1.0,1.0,1.0,0.551,1195.0
7.0,1.0,1.0,1.0,0.552,1193.0
8.0,1.0,1.0,1.0,0.0,131.6
8.0,1.0,1.0,1.0,0.001,135.5
8.0,1.0,1.0,1.0,0.002,139.5
8.0,1.0,1.0,1.0,0.003,143.5
8.0,1.0,1.0,1.0,0.004,148.5
8.0,1.0,1.0,1.0,0.005,154.5
8.0,1.0,1.0,1.0,0.006,160.5
8.0,1.0,1.0,1.0,0.007,164.5
8.0,1.0,1.0,1.0,0.008,171.4
8.0,1.0,1.0,1.0,0.009,176.4
8.0,1.0,1.0,1.0,0.01,180.4
8.0,1.0,1.0,1.0,0.011,185.4
8.0,1.0,1.0,1.0,0.012,188.4
8.0,1.0,1.0,1.0,0.013,191.4
8.0,1.0,1.0,1.0,0.014,193.4
8.0,1.0,1.0,1.0,0.015,195.3
8.0,1.0,1.0,1.0,0.016,197.3
8.0,1.0,1.0,1.0,0.017,199.3
8.0,1.0,1.0,1.0,0.018,201.3
8.0,1.0,1.0,1.0,0.019,203.3
8.0,1.0,1.0,1.0,0.02,205.3
8.0,1.0,1.0,1.0,0.021,207.3
8.0,1.0,1.0,1.0,0.022,209.3
8.0,1.0,1.0,1.0,0.023,211.3
8.0,1.0,1.0,1.0,0.024,213.3
8.0,1.0,1.0,1.0,0.025,215.3
8.0,1.0,1.0,1.0,0.026,217.3
8.0,1.0,1.0,1.0,0.027,219.3
8.0,1.0,1.0,1.0,0.028,221.3
8.0,1.0,1.0,1.0,0.029,223.3
8.0,1.0,1.0,1.0,0.03,224.3
8.0,1.0,1.0,1.0,0.031,226.2
8.0,1.0,1.0,1.0,0.032,228.2
8.0,1.0,1.0,1.0,0.033,229.2
8.0,1.0,1.0,1.0,0.034,231.2
8.0,1.0,1.0,1.0,0.035,233.2
8.0,1.0,1.0,1.0,0.036,234.2
8.0,1.0,1.0,1.0,0.037,236.2
8.0,1.0,1.0,1.0,0.038,237.2
8.0,1.0,1.0,1.0,0.039,239.2
8.0,1.0,1.0,1.0,0.04,240.2
8.0,1.0,1.0,1.0,0.041,241.2
8.0,1.0,1.0,1.0,0.042,243.2
8.0,1.0,1.0,1.0,0.043,244.2
8.0,1.0,1.0,1.0,0.044,246.2
8.0,1.0,1.0,1.0,0.045,247.2
8.0,1.0,1.0,1.0,0.046,248.2
8.0,1.0,1.0,1.0,0.047,250.2
8.0,1.0,1.0,1.0,0.048,251.2
8.0,1.0,1.0,1.0,0.049,252.2
8.0,1.0,1.0,1.0,0.05,254.2
8.0,1.0,1.0,1.0,0.051,255.1
8.0,1.0,1.0,1.0,0.052,256.1
8.0,1.0,1.0,1.0,0.053,257.1
8.0,1.0,1.0,1.0,0.054,259.1
8.0,1.0,1.0,1.0,0.055,260.1
8.0,1.0,1.0,1.0,0.056,261.1
8.0,1.0,1.0,1.0,0.057,262.1
8.0,1.0,1.0,1.0,0.058,263.1
8.0,1.0,1.0,1.0,0.059,264.1
8.0,1.0,1.0,1.0,0.06,265.1
8.0,1.0,1.0,1.0,0.061,266.1
8.0,1.0,1.0,1.0,0.062,267.1
8.0,1.0,1.0,1.0,0.063,269.1
8.0,1.0,1.0,1.0,0.064,270.1
8.0,1.0,1.0,1.0,0.065,271.1
8.0,1.0,1.0,1.0,0.066,272.1
8.0,1.0,1.0,1.0,0.067,273.1
8.0,1.0,1.0,1.0,0.068,274.1
8.0,1.0,1.0,1.0,0.069,275.1
8.0,1.0,1.0,1.0,0.07,276.1
8.0,1.0,1.0,1.0,0.071,278.1
8.0,1.0,1.0,1.0,0.072,279.1
8.0,1.0,1.0,1.0,0.073,280.1
8.0,1.0,1.0,1.0,0.074,281.1
8.0,1.0,1.0,1.0,0.075,282.1
8.0,1.0,1.0,1.0,0.076,284.1
8.0,1.0,1.0,1.0,0.077,285.0
8.0,1.0,1.0,1.0,0.078,286.0
8.0,1.0,1.0,1.0,0.079,287.0
8.0,1.0,1.0,1.0,0.08,288.0
8.0,1.0,1.0,1.0,0.081,290.0
8.0,1.0,1.0,1.0,0.082,291.0
8.0,1.0,1.0,1.0,0.083,292.0
8.0,1.0,1.0,1.0,0.084,294.0
8.0,1.0,1.0,1.0,0.085,295.0
8.0,1.0,1.0,1.0,0.086,296.0
8.0,1.0,1.0,1.0,0.087,297.0
8.0,1.0,1.0,1.0,0.088,299.0
8.0,1.0,1.0,1.0,0.089,300.0
8.0,1.0,1.0,1.0,0.09,301.0
8.0,1.0,1.0,1.0,0.091,302.0
8.0,1.0,1.0,1.0,0.092,303.0
8.0,1.0,1.0,1.0,0.093,305.0
8.0,1.0,1.0,1.0,0.094,306.0
8.0,1.0,1.0,1.0,0.095,307.0
8.0,1.0,1.0,1.0,0.096,309.0
8.0,1.0,1.0,1.0,0.097,310.0
8.0,1.0,1.0,1.0,0.098,311.0
8.0,1.0,1.0,1.0,0.099,312.0
8.0,1.0,1.0,1.0,0.1,313.0
8.0,1.0,1.0,1.0,0.101,314.0
8.0,1.0,1.0,1.0,0.102,315.9
8.0,1.0,1.0,1.0,0.103,316.9
8.0,1.0,1.0,1.0,0.104,317.9
8.0,1.0,1.0,1.0,0.105,318.9
8.0,1.0,1.0,1.0,0.106,319.9
8.0,1.0,1.0,1.0,0.107,321.9
8.0,1.0,1.0,1.0,0.108,322.9
8.0,1.0,1.0,1.0,0.109,323.9
8.0,1.0,1.0,1.0,0.11,324.9
8.0,1.0,1.0,1.0,0.111,325.9
8.0,1.0,1.0,1.0,0.112,327.9
8.0,1.0,1.0,1.0,0.113,328.9
8.0,1.0,1.0,1.0,0.114,329.9
8.0,1.0,1.0,1.0,0.115,330.9
8.0,1.0,1.0,1.0,0.116,331.9
8.0,1.0,1.0,1.0,0.117,333.9
8.0,1.0,1.0,1.0,0.118,334.9
8.0,1.0,1.0,1.0,0.119,335.9
8.0,1.0,1.0,1.0,0.12,336.9
8.0,1.0,1.0,1.0,0.121,337.9
8.0,1.0,1.0,1.0,0.122,338.9
8.0,1.0,1.0,1.0,0.123,339.9
8.0,1.0,1.0,1.0,0.124,340.9
8.0,1.0,1.0,1.0,0.125,341.9
8.0,1.0,1.0,1.0,0.126,342.9
8.0,1.0,1.0,1.0,0.127,343.9
8.0,1.0,1.0,1.0,0.128,344.8
8.0,1.0,1.0,1.0,0.129,345.8
8.0,1.0,1.0,1.0,0.13,346.8
8.0,1.0,1.0,1.0,0.131,347.8
8.0,1.0,1.0,1.0,0.132,348.8
8.0,1.0,1.0,1.0,0.133,349.8
8.0,1.0,1.0,1.0,0.134,350.8
8.0,1.0,1.0,1.0,0.135,351.8
8.0,1.0,1.0,1.0,0.136,352.8
8.0,1.0,1.0,1.0,0.137,353.8
8.0,1.0,1.0,1.0,0.138,354.8
8.0,1.0,1.0,1.0,0.139,354.8
8.0,1.0,1.0,1.0,0.14,355.8
8.0,1.0,1.0,1.0,0.141,356.8
8.0,1.0,1.0,1.0,0.142,357.8
8.0,1.0,1.0,1.0,0.143,358.8
8.0,1.0,1.0,1.0,0.144,360.8
8.0,1.0,1.0,1.0,0.145,360.8
8.0,1.0,1.0,1.0,0.146,362.8
8.0,1.0,1.0,1.0,0.147,363.8
8.0,1.0,1.0,1.0,0.148,364.8
8.0,1.0,1.0,1.0,0.149,365.8
8.0,1.0,1.0,1.0,0.15,366.8
8.0,1.0,1.0,1.0,0.151,367.8
8.0,1.0,1.0,1.0,0.152,369.8
8.0,1.0,1.0,1.0,0.153,370.8
8.0,1.0,1.0,1.0,0.154,371.8
8.0,1.0,1.0,1.0,0.155,372.8
8.0,1.0,1.0,1.0,0.156,373.8
8.0,1.0,1.0,1.0,0.157,375.7
8.0,1.0,1.0,1.0,0.158,376.7
8.0,1.0,1.0,1.0,0.159,377.7
8.0,1.0,1.0,1.0,0.16,378.7
8.0,1.0,1.0,1.0,0.161,379.7
8.0,1.0,1.0,1.0,0.162,381.7
8.0,1.0,1.0,1.0,0.163,382.7
8.0,1.0,1.0,1.0,0.164,383.7
8.0,1.0,1.0,1.0,0.165,385.7
8.0,1.0,1.0,1.0,0.166,386.7
8.0,1.0,1.0,1.0,0.167,387.7
8.0,1.0,1.0,1.0,0.168,389.7
8.0,1.0,1.0,1.0,0.169,390.7
8.0,1.0,1.0,1.0,0.17,391.7
8.0,1.0,1.0,1.0,0.171,392.7
8.0,1.0,1.0,1.0,0.172,394.7
8.0,1.0,1.0,1.0,0.173,395.7
8.0,1.0,1.0,1.0,0.174,396.7
8.0,1.0,1.0,1.0,0.175,398.7
8.0,1.0,1.0,1.0,0.176,399.7
8.0,1.0,1.0,1.0,0.177,400.7
8.0,1.0,1.0,1.0,0.178,402.7
8.0,1.0,1.0,1.0,0.179,403.7
8.0,1.0,1.0,1.0,0.18,404.6
8.0,1.0,1.0,1.0,0.181,406.6
8.0,1.0,1.0,1.0,0.182,407.6
8.0,1.0,1.0,1.0,0.183,408.6
8.0,1.0,1.0,1.0,0.184,410.6
8.0,1.0,1.0,1.0,0.185,411.6
8.0,1.0,1.0,1.0,0.186,412.6
8.0,1.0,1.0,1.0,0.187,414.6
8.0,1.0,1.0,1.0,0.188,415.6
8.0,1.0,1.0,1.0,0.189,416.6
8.0,1.0,1.0,1.0,0.19,418.6
8.0,1.0,1.0,1.0,0.191,419.6
8.0,1.0,1.0,1.0,0.192,421.6
8.0,1.0,1.0,1.0,0.193,422.6
8.0,1.0,1.0,1.0,0.194,423.6
8.0,1.0,1.0,1.0,0.195,425.6
8.0,1.0,1.0,1.0,0.196,426.6
8.0,1.0,1.0,1.0,0.197,427.6
8.0,1.0,1.0,1.0,0.198,429.6
8.0,1.0,1.0,1.0,0.199,430.6
8.0,1.0,1.0,1.0,0.2,432.6
8.0,1.0,1.0,1.0,0.201,433.6
8.0,1.0,1.0,1.0,0.202,435.5
8.0,1.0,1.0,1.0,0.203,436.5
8.0,1.0,1.0,1.0,0.204,437.5
8.0,1.0,1.0,1.0,0.205,439.5
8.0,1.0,1.0,1.0,0.206,440.5
8.0,1.0,1.0,1.0,0.207,442.5
8.0,1.0,1.0,1.0,0.208,443.5
8.0,1.0,1.0,1.0,0.209,445.5
8.0,1.0,1.0,1.0,0.21,446.5
8.0,1.0,1.0,1.0,0.211,448.5
8.0,1.0,1.0,1.0,0.212,450.5
8.0,1.0,1.0,1.0,0.213,451.5
8.0,1.0,1.0,1.0,0.214,453.5
8.0,1.0,1.0,1.0,0.215,454.5
8.0,1.0,1.0,1.0,0.216,456.5
8.0,1.0,1.0,1.0,0.217,457.5
8.0,1.0,1.0,1.0,0.218,458.5
8.0,1.0,1.0,1.0,0.219,460.5
8.0,1.0,1.0,1.0,0.22,461.5
8.0,1.0,1.0,1.0,0.221,462.5
8.0,1.0,1.0,1.0,0.222,464.4
8.0,1.0,1.0,1.0,0.223,466.4
8.0,1.0,1.0,1.0,0.224,467.4
8.0,1.0,1.0,1.0,0.225,469.4
8.0,1.0,1.0,1.0,0.226,470.4
8.0,1.0,1.0,1.0,0.227,472.4
8.0,1.0,1.0,1.0,0.228,473.4
8.0,1.0,1.0,1.0,0.229,475.4
8.0,1.0,1.0,1.0,0.23,476.4
8.0,1.0,1.0,1.0,0.231,478.4
8.0,1.0,1.0,1.0,0.232,479.4
8.0,1.0,1.0,1.0,0.233,481.4
8.0,1.0,1.0,1.0,0.234,483.4
8.0,1.0,1.0,1.0,0.235,484.4
8.0,1.0,1.0,1.0,0.236,485.4
8.0,1.0,1.0,1.0,0.237,487.4
8.0,1.0,1.0,1.0,0.238,489.4
8.0,1.0,1.0,1.0,0.239,491.4
8.0,1.0,1.0,1.0,0.24,492.4
8.0,1.0,1.0,1.0,0.241,494.3
8.0,1.0,1.0,1.0,0.242,496.3
8.0,1.0,1.0,1.0,0.243,497.3
8.0,1.0,1.0,1.0,0.244,499.3
8.0,1.0,1.0,1.0,0.245,500.3
8.0,1.0,1.0,1.0,0.246,502.3
8.0,1.0,1.0,1.0,0.247,504.3
8.0,1.0,1.0,1.0,0.248,505.3
8.0,1.0,1.0,1.0,0.249,507.3
8.0,1.0,1.0,1.0,0.25,509.3
8.0,1.0,1.0,1.0,0.251,510.3
8.0,1.0,1.0,1.0,0.252,512.3
8.0,1.0,1.0,1.0,0.253,514.3
8.0,1.0,1.0,1.0,0.254,516.3
8.0,1.0,1.0,1.0,0.255,517.3
8.0,1.0,1.0,1.0,0.256,519.3
8.0,1.0,1.0,1.0,0.257,521.3
8.0,1.0,1.0,1.0,0.258,522.3
8.0,1.0,1.0,1.0,0.259,524.2
8.0,1.0,1.0,1.0,0.26,526.2
8.0,1.0,1.0,1.0,0.261,528.2
8.0,1.0,1.0,1.0,0.262,529.2
8.0,1.0,1.0,1.0,0.263,531.2
8.0,1.0,1.0,1.0,0.264,533.2
8.0,1.0,1.0,1.0,0.265,535.2
8.0,1.0,1.0,1.0,0.266,537.2
8.0,1.0,1.0,1.0,0.267,538.2
8.0,1.0,1.0,1.0,0.268,540.2
8.0,1.0,1.0,1.0,0.269,542.2
8.0,1.0,1.0,1.0,0.27,543.2
8.0,1.0,1.0,1.0,0.271,545.2
8.0,1.0,1.0,1.0,0.272,547.2
8.0,1.0,1.0,1.0,0.273,549.2
8.0,1.0,1.0,1.0,0.274,551.2
8.0,1.0,1.0,1.0,0.275,553.2
8.0,1.0,1.0,1.0,0.276,555.1
8.0,1.0,1.0,1.0,0.277,556.1
8.0,1.0,1.0,1.0,0.278,558.1
8.0,1.0,1.0,1.0,0.279,560.1
8.0,1.0,1.0,1.0,0.28,562.1
8.0,1.0,1.0,1.0,0.281,563.1
8.0,1.0,1.0,1.0,0.282,565.1
8.0,1.0,1.0,1.0,0.283,567.1
8.0,1.0,1.0,1.0,0.284,569.1
8.0,1.0,1.0,1.0,0.285,570.1
8.0,1.0,1.0,1.0,0.286,572.1
8.0,1.0,1.0,1.0,0.287,574.1
8.0,1.0,1.0,1.0,0.288,576.1
8.0,1.0,1.0,1.0,0.289,578.1
8.0,1.0,1.0,1.0,0.29,580.1
8.0,1.0,1.0,1.0,0.291,581.1
8.0,1.0,1.0,1.0,0.292,583.1
8.0,1.0,1.0,1.0,0.293,585.0
8.0,1.0,1.0,1.0,0.294,587.0
8.0,1.0,1.0,1.0,0.295,589.0
8.0,1.0,1.0,1.0,0.296,590.0
8.0,1.0,1.0,1.0,0.297,592.0
8.0,1.0,1.0,1.0,0.298,594.0
8.0,1.0,1.0,1.0,0.299,597.0
8.0,1.0,1.0,1.0,0.3,598.0
8.0,1.0,1.0,1.0,0.301,600.0
8.0,1.0,1.0,1.0,0.302,602.0
8.0,1.0,1.0,1.0,0.303,604.0
8.0,1.0,1.0,1.0,0.304,606.0
8.0,1.0,1.0,1.0,0.305,607.0
8.0,1.0,1.0,1.0,0.306,609.0
8.0,1.0,1.0,1.0,0.307,611.0
8.0,1.0,1.0,1.0,0.308,613.0
8.0,1.0,1.0,1.0,0.309,613.9
8.0,1.0,1.0,1.0,0.31,616.9
8.0,1.0,1.0,1.0,0.311,617.9
8.0,1.0,1.0,1.0,0.312,619.9
8.0,1.0,1.0,1.0,0.313,621.9
8.0,1.0,1.0,1.0,0.314,623.9
8.0,1.0,1.0,1.0,0.315,625.9
8.0,1.0,1.0,1.0,0.316,627.9
8.0,1.0,1.0,1.0,0.317,629.9
8.0,1.0,1.0,1.0,0.318,630.9
8.0,1.0,1.0,1.0,0.319,632.9
8.0,1.0,1.0,1.0,0.32,634.9
8.0,1.0,1.0,1.0,0.321,636.9
8.0,1.0,1.0,1.0,0.322,638.9
8.0,1.0,1.0,1.0,0.323,640.9
8.0,1.0,1.0,1.0,0.324,642.9
8.0,1.0,1.0,1.0,0.325,644.8
8.0,1.0,1.0,1.0,0.326,645.8
8.0,1.0,1.0,1.0,0.327,648.8
8.0,1.0,1.0,1.0,0.328,650.8
8.0,1.0,1.0,1.0,0.329,651.8
8.0,1.0,1.0,1.0,0.33,654.8
8.0,1.0,1.0,1.0,0.331,655.8
8.0,1.0,1.0,1.0,0.332,657.8
8.0,1.0,1.0,1.0,0.333,660.8
8.0,1.0,1.0,1.0,0.334,661.8
8.0,1.0,1.0,1.0,0.335,663.8
8.0,1.0,1.0,1.0,0.336,666.8
8.0,1.0,1.0,1.0,0.337,667.8
8.0,1.0,1.0,1.0,0.338,669.8
8.0,1.0,1.0,1.0,0.339,671.8
8.0,1.0,1.0,1.0,0.34,673.7
8.0,1.0,1.0,1.0,0.341,675.7
8.0,1.0,1.0,1.0,0.342,677.7
8.0,1.0,1.0,1.0,0.343,679.7
8.0,1.0,1.0,1.0,0.344,681.7
8.0,1.0,1.0,1.0,0.345,683.7
8.0,1.0,1.0,1.0,0.346,685.7
8.0,1.0,1.0,1.0,0.347,687.7
8.0,1.0,1.0,1.0,0.348,689.7
8.0,1.0,1.0,1.0,0.349,691.7
8.0,1.0,1.0,1.0,0.35,693.7
8.0,1.0,1.0,1.0,0.351,695.7
8.0,1.0,1.0,1.0,0.352,697.7
8.0,1.0,1.0,1.0,0.353,699.7
8.0,1.0,1.0,1.0,0.354,701.7
8.0,1.0,1.0,1.0,0.355,703.6
8.0,1.0,1.0,1.0,0.356,705.6
8.0,1.0,1.0,1.0,0.357,707.6
8.0,1.0,1.0,1.0,0.358,709.6
8.0,1.0,1.0,1.0,0.359,711.6
8.0,1.0,1.0,1.0,0.36,713.6
8.0,1.0,1.0,1.0,0.361,715.6
8.0,1.0,1.0,1.0,0.362,717.6
8.0,1.0,1.0,1.0,0.363,719.6
8.0,1.0,1.0,1.0,0.364,721.6
8.0,1.0,1.0,1.0,0.365,723.6
8.0,1.0,1.0,1.0,0.366,724.6
8.0,1.0,1.0,1.0,0.367,727.6
8.0,1.0,1.0,1.0,0.368,729.6
8.0,1.0,1.0,1.0,0.369,731.6
8.0,1.0,1.0,1.0,0.37,733.5
8.0,1.0,1.0,1.0,0.371,735.5
8.0,1.0,1.0,1.0,0.372,737.5
8.0,1.0,1.0,1.0,0.373,739.5
8.0,1.0,1.0,1.0,0.374,741.5
8.0,1.0,1.0,1.0,0.375,743.5
8.0,1.0,1.0,1.0,0.376,745.5
8.0,1.0,1.0,1.0,0.377,747.5
8.0,1.0,1.0,1.0,0.378,749.5
8.0,1.0,1.0,1.0,0.379,751.5
8.0,1.0,1.0,1.0,0.38,753.5
8.0,1.0,1.0,1.0,0.381,755.5
8.0,1.0,1.0,1.0,0.382,757.5
8.0,1.0,1.0,1.0,0.383,760.5
8.0,1.0,1.0,1.0,0.384,762.5
8.0,1.0,1.0,1.0,0.385,763.4
8.0,1.0,1.0,1.0,0.386,765.4
8.0,1.0,1.0,1.0,0.387,768.4
8.0,1.0,1.0,1.0,0.388,770.4
8.0,1.0,1.0,1.0,0.389,772.4
8.0,1.0,1.0,1.0,0.39,774.4
8.0,1.0,1.0,1.0,0.391,776.4
8.0,1.0,1.0,1.0,0.392,778.4
8.0,1.0,1.0,1.0,0.393,780.4
8.0,1.0,1.0,1.0,0.394,782.4
8.0,1.0,1.0,1.0,0.395,784.4
8.0,1.0,1.0,1.0,0.396,786.4
8.0,1.0,1.0,1.0,0.397,788.4
8.0,1.0,1.0,1.0,0.398,790.4
8.0,1.0,1.0,1.0,0.399,792.4
8.0,1.0,1.0,1.0,0.4,794.3
8.0,1.0,1.0,1.0,0.401,797.3
8.0,1.0,1.0,1.0,0.402,799.3
8.0,1.0,1.0,1.0,0.403,801.3
8.0,1.0,1.0,1.0,0.404,803.3
8.0,1.0,1.0,1.0,0.405,805.3
8.0,1.0,1.0,1.0,0.406,807.3
8.0,1.0,1.0,1.0,0.407,809.3
8.0,1.0,1.0,1.0,0.408,811.3
8.0,1.0,1.0,1.0,0.409,813.3
8.0,1.0,1.0,1.0,0.41,815.3
8.0,1.0,1.0,1.0,0.411,817.3
8.0,1.0,1.0,1.0,0.412,820.3
8.0,1.0,1.0,1.0,0.413,822.3
8.0,1.0,1.0,1.0,0.414,824.2
8.0,1.0,1.0,1.0,0.415,826.2
8.0,1.0,1.0,1.0,0.416,828.2
8.0,1.0,1.0,1.0,0.417,830.2
8.0,1.0,1.0,1.0,0.418,832.2
8.0,1.0,1.0,1.0,0.419,834.2
8.0,1.0,1.0,1.0,0.42,836.2
8.0,1.0,1.0,1.0,0.421,839.2
8.0,1.0,1.0,1.0,0.422,841.2
8.0,1.0,1.0,1.0,0.423,843.2
8.0,1.0,1.0,1.0,0.424,845.2
8.0,1.0,1.0,1.0,0.425,847.2
8.0,1.0,1.0,1.0,0.426,850.2
8.0,1.0,1.0,1.0,0.427,851.2
8.0,1.0,1.0,1.0,0.428,854.1
8.0,1.0,1.0,1.0,0.429,856.1
8.0,1.0,1.0,1.0,0.43,858.1
8.0,1.0,1.0,1.0,0.431,860.1
8.0,1.0,1.0,1.0,0.432,862.1
8.0,1.0,1.0,1.0,0.433,864.1
8.0,1.0,1.0,1.0,0.434,867.1
8.0,1.0,1.0,1.0,0.435,869.1
8.0,1.0,1.0,1.0,0.436,871.1
8.0,1.0,1.0,1.0,0.437,873.1
8.0,1.0,1.0,1.0,0.438,875.1
8.0,1.0,1.0,1.0,0.439,877.1
8.0,1.0,1.0,1.0,0.44,880.1
8.0,1.0,1.0,1.0,0.441,882.1
8.0,1.0,1.0,1.0,0.442,884.0
8.0,1.0,1.0,1.0,0.443,886.0
8.0,1.0,1.0,1.0,0.444,888.0
8.0,1.0,1.0,1.0,0.445,890.0
8.0,1.0,1.0,1.0,0.446,892.0
8.0,1.0,1.0,1.0,0.447,894.0
8.0,1.0,1.0,1.0,0.448,897.0
8.0,1.0,1.0,1.0,0.449,899.0
8.0,1.0,1.0,1.0,0.45,901.0
8.0,1.0,1.0,1.0,0.451,903.0
8.0,1.0,1.0,1.0,0.452,905.0
8.0,1.0,1.0,1.0,0.453,907.0
8.0,1.0,1.0,1.0,0.454,909.0
8.0,1.0,1.0,1.0,0.455,911.0
8.0,1.0,1.0,1.0,0.456,912.9
8.0,1.0,1.0,1.0,0.457,914.9
8.0,1.0,1.0,1.0,0.458,917.9
8.0,1.0,1.0,1.0,0.459,919.9
8.0,1.0,1.0,1.0,0.46,921.9
8.0,1.0,1.0,1.0,0.461,923.9
8.0,1.0,1.0,1.0,0.462,925.9
8.0,1.0,1.0,1.0,0.463,926.9
8.0,1.0,1.0,1.0,0.464,926.9
8.0,1.0,1.0,1.0,0.465,927.9
8.0,1.0,1.0,1.0,0.466,929.9
8.0,1.0,1.0,1.0,0.467,931.9
8.0,1.0,1.0,1.0,0.468,933.9
8.0,1.0,1.0,1.0,0.469,934.9
8.0,1.0,1.0,1.0,0.47,936.9
8.0,1.0,1.0,1.0,0.471,938.9
8.0,1.0,1.0,1.0,0.472,939.9
8.0,1.0,1.0,1.0,0.473,940.9
8.0,1.0,1.0,1.0,0.474,942.8
8.0,1.0,1.0,1.0,0.475,945.8
8.0,1.0,1.0,1.0,0.476,948.8
8.0,1.0,1.0,1.0,0.477,949.8
8.0,1.0,1.0,1.0,0.478,951.8
8.0,1.0,1.0,1.0,0.479,953.8
8.0,1.0,1.0,1.0,0.48,955.8
8.0,1.0,1.0,1.0,0.481,957.8
8.0,1.0,1.0,1.0,0.482,959.8
8.0,1.0,1.0,1.0,0.483,960.8
8.0,1.0,1.0,1.0,0.484,963.8
8.0,1.0,1.0,1.0,0.485,964.8
8.0,1.0,1.0,1.0,0.486,966.8
8.0,1.0,1.0,1.0,0.487,968.8
8.0,1.0,1.0,1.0,0.488,970.8
8.0,1.0,1.0,1.0,0.489,972.7
8.0,1.0,1.0,1.0,0.49,974.7
8.0,1.0,1.0,1.0,0.491,976.7
8.0,1.0,1.0,1.0,0.492,978.7
8.0,1.0,1.0,1.0,0.493,980.7
8.0,1.0,1.0,1.0,0.494,982.7
8.0,1.0,1.0,1.0,0.495,983.7
8.0,1.0,1.0,1.0,0.496,985.7
8.0,1.0,1.0,1.0,0.497,987.7
8.0,1.0,1.0,1.0,0.498,988.7
8.0,1.0,1.0,1.0,0.499,989.7
8.0,1.0,1.0,1.0,0.5,991.7
8.0,1.0,1.0,1.0,0.501,993.7
8.0,1.0,1.0,1.0,0.502,995.7
8.0,1.0,1.0,1.0,0.503,996.7
9,1,1,1,0,190
9.0,1.0,1.0,1.0,0.001,195.0
9.0,1.0,1.0,1.0,0.002,198.0
9.0,1.0,1.0,1.0,0.003,203.0
9.0,1.0,1.0,1.0,0.004,208.0
9.0,1.0,1.0,1.0,0.005,214.0
9.0,1.0,1.0,1.0,0.006,219.0
9.0,1.0,1.0,1.0,0.007,223.0
9.0,1.0,1.0,1.0,0.008,230.0
9.0,1.0,1.0,1.0,0.009,236.0
9.0,1.0,1.0,1.0,0.01,241.0
9.0,1.0,1.0,1.0,0.011,245.0
9.0,1.0,1.0,1.0,0.012,250.0
